,,
99.4900469651,0.0345561504,
99.4834035079,0.1647033691,
99.4802819503,0.2388753891,
99.4758827681,0.3148386478,
99.4719095991,0.3940997124,
99.4681793256,0.4741549492,
99.4640262982,0.5545258522,
99.459738554,0.6388094425,
99.4553380534,0.7463052273,
99.4512380289,0.8098683357,
99.4471882974,0.8881587982,
99.4431819375,0.9751703739,
99.4390203774,1.0547187328,
99.4347015907,1.1379492283,
99.4306995154,1.2252891064,
99.4265276038,1.3057761192,
99.4221590124,1.3885960579,
99.4181985387,1.4749555588,
99.4140170689,1.5546648502,
99.4096998691,1.6380770206,
99.4056992221,1.7252428532,
99.4015263949,1.8046116829,
99.3971988924,1.8880836964,
99.392815677,1.9780409336,
99.3890321076,2.0546896458,
99.3847039215,2.1381707191,
99.3806348785,2.2241561413,
99.3765180327,2.3046352863,
99.3721769804,2.3886404037,
99.3682006254,2.474848032,
99.3640236722,2.5547783375,
99.359700613,2.6382768154,
99.3557015529,2.7250614166,
99.3515335353,2.8045194149,
99.3471810083,2.8881034851,
99.3431963159,2.9754626751,
99.3390327782,3.054623127,
99.334699514,3.1381289959,
99.3306828514,3.2250196934,
99.3264850974,3.3045709133,
99.3222031271,3.388133049,
99.3181803487,3.4748573303,
99.3140263814,3.5545854568,
99.3096938496,3.6380467415,
99.3056980854,3.7250976563,
99.3015243426,3.8047320843,
99.2971822649,3.8881952763,
99.2931877458,3.9749965668,
99.2890310075,4.0546979904,
99.2847008438,4.1383218765,
99.2806905777,4.2251861095,
99.2765334731,4.3046371937,
99.2722051283,4.3884110451,
99.2681977674,4.4742219448,
99.2640174695,4.5545465946,
99.259730299,4.6379024982,
99.2556945568,4.7279734612,
99.2511385753,4.8106169701,
99.2471851084,4.8886284828,
99.243148414,4.9775559902,
99.2376966195,5.0694451332,
99.2333820809,5.1567978859,
99.2299817512,5.2395720482,
99.2260094733,5.3147025108,
99.221684754,5.4103262424,
99.2176987798,5.489128828,
99.2137214116,5.5648052692,
99.2086903569,5.6493124962,
99.2048169315,5.7287743092,
99.2003659549,5.8173964024,
99.1964487673,5.9046127796,
99.192712964,5.9840242863,
99.1877968629,6.0681509972,
99.184159668,6.1592760086,
99.1802128906,6.2437019348,
99.1758093017,6.3214364052,
99.1716431273,6.4151537418,
99.167511157,6.4880058765,
99.1634487302,6.5661797523,
99.1590091672,6.6591041088,
99.155155444,6.720959425,
99.1504275874,6.8162641525,
99.1465668208,6.9048647881,
99.1425102411,6.9868247509,
99.1380570916,7.0616636276,
99.1341440545,7.1523180008,
99.1300471062,7.2356987,
99.1262335441,7.3080542088,
99.1218870963,7.3936333656,
99.1181791861,7.4762530327,
99.1140043935,7.5552117825,
99.1096112782,7.6386978626,
99.1056862171,7.7275621891,
99.101510387,7.8051934242,
99.0967321399,7.9034206867,
99.0930463244,7.9770514965,
99.0890228258,8.0549826622,
99.0846259507,8.1380596161,
99.0806817734,8.2269041538,
99.0765253769,8.3047213554,
99.0721188949,8.3880856037,
99.0681908675,8.4764215946,
99.0640262068,8.5549850464,
99.0596567609,8.638657093,
99.0556906475,8.7262620926,
99.051519981,8.8050858974,
99.0470282207,8.8906292915,
99.0431760722,8.9779644012,
99.039012388,9.0553762913,
99.0346106424,9.1381113529,
99.0306838479,9.2265796661,
99.026516404,9.3046965599,
99.0220741309,9.3883171082,
99.0181846167,9.4771792889,
99.0140285742,9.5550034046,
99.0096360692,9.6386201382,
99.005680515,9.7269022465,
99.0015253513,9.8048782349,
98.9971545017,9.8883516788,
98.9931664645,9.9770393372,
98.989008835,10.0549635887,
98.9846238008,10.1380882263,
98.9806815522,10.2261588573,
98.9764969086,10.3048186302,
98.9720940521,10.3884568214,
98.9673086516,10.498626709,
98.9631290373,10.5715985298,
98.9585729703,10.6532950401,
98.9551633633,10.7407712936,
98.9507847988,10.8196897507,
98.9467236537,10.9007217884,
98.9431904261,10.9768168926,
98.9389998743,11.0571856499,
98.9346094324,11.1386282444,
98.9306653161,11.2257964611,
98.9264984337,11.3050143719,
98.9221147789,11.3889062405,
98.9188149741,11.4559509754,
98.9139699667,11.5549154282,
98.9096539755,11.6382660866,
98.9056815877,11.7253456116,
