,,
99.4728621259,0.028195858,
99.4679150189,0.1279277802,
99.463599638,0.2113156319,
99.4595694377,0.2977664471,
99.4554019694,0.3781175613,
99.4510856974,0.4614048004,
99.4470487466,0.5480632782,
99.4429007119,0.62814641,
99.4386025673,0.712141037,
99.4345671791,0.7977879047,
99.4304152869,0.8780024052,
99.4260992956,0.9613792896,
99.4220635534,1.0474224091,
99.4179157628,1.1282989979,
99.4135944615,1.2113339901,
99.4095567661,1.298334837,
99.405415372,1.3782424927,
99.4010817049,1.4616100788,
99.3970628694,1.5478801727,
99.3929018098,1.6286127567,
99.3886207184,1.7113125324,
99.3845856964,1.7974925041,
99.3804018829,1.8782896996,
99.3761129179,1.9612832069,
99.3720856596,2.047318697,
99.3679022001,2.1282606125,
99.3636162991,2.2113454342,
99.3595826321,2.2974390984,
99.3554169338,2.378275156,
99.3511034205,2.4616334438,
99.3470626001,2.5475320816,
99.3429019311,2.6282720566,
99.3386009911,2.711925745,
99.3345843895,2.7972519398,
99.3304022727,2.8779611588,
99.3261130637,2.9612624645,
99.3220843527,3.0473620892,
99.3179164327,3.127944231,
99.3136272115,3.2113745213,
99.3095824726,3.2973046303,
99.305416164,3.3779656887,
99.3011133197,3.461306572,
99.2970832415,3.5475182533,
99.292916237,3.6279673576,
99.2886255509,3.7116045952,
99.2845866104,3.7972779274,
99.2803970718,3.8780722618,
99.2761152236,3.961335659,
99.27207964,4.0479164124,
99.2679151868,4.1282379627,
99.2636142224,4.2116184235,
99.2595853405,4.2975051403,
99.2554170787,4.3779919147,
99.2511253551,4.4613015652,
99.2470807871,4.5473880768,
99.242910499,4.6280658245,
99.2386288827,4.7113215923,
99.2345801278,4.7975256443,
99.2304158577,4.8779082298,
99.2261189704,4.9612724781,
99.2220808112,5.0474095345,
99.217901441,5.128288269,
99.2136094976,5.2115273476,
99.2095685185,5.2977221012,
99.2054162968,5.3780574799,
99.2011276981,5.4613425732,
99.197085718,5.5471887589,
99.192914551,5.6281201839,
99.1886276246,5.711356163,
99.1845871949,5.7971897125,
99.1804171509,5.8779687881,
99.1761281493,5.9613130093,
99.1720863768,6.0471670628,
99.1679162718,6.1281304359,
99.1636214841,6.2113742828,
99.1595828122,6.2973685265,
99.155417236,6.3779871464,
